(483, 9.043985099899873)
(62, 7.213697600724205)
(685, 6.865166829518393)
(536, 6.297684657389459)
(881, 6.259845995277669)
(466, 6.196206829363803)
(117, 6.099800720613395)
(755, 5.293399061052164)
(308, 5.090700431367692)
(757, 4.736720627008466)
(89, 4.192923122194222)
(332, 3.915878505815866)
(817, 3.3315754183411106)
(670, 3.171372452907837)
(517, 3.1032589668514454)
(113, 3.068177996937673)
(863, 2.8231580526351694)
(905, 2.798254298573168)
(647, 2.751911949343477)
(880, 2.6839818204665153)
(398, 2.542231784002729)
(593, 2.531431334808429)
(599, 2.4637233583997027)
(434, 2.450337270867579)
(864, 2.381354831178806)
(947, 2.2727316558386006)
(890, 2.2609172498128642)
(221, 2.2273975565554425)
(501, 2.154334536650097)
(320, 2.10819502730133)
(352, 2.0936286915047577)
(845, 2.0791682121886517)
(156, 2.077475756518657)
(272, 2.0064471085751165)
(387, 1.947572762114252)
(218, 1.9207809288417619)
(794, 1.9113081747675624)
(589, 1.9007938494207939)
(532, 1.897724593339448)
(840, 1.8892196740797909)
(450, 1.849580930187737)
(429, 1.7908482331315607)
(777, 1.7576921706825497)
(931, 1.7572438704484046)
(125, 1.7545627984490213)
(836, 1.7363462484632715)
(800, 1.7170447231304817)
(267, 1.7024762913360427)
(430, 1.6972197332706085)
(528, 1.6726808692533255)
(485, 1.6526406790731414)
(892, 1.6330598572126074)
(205, 1.597609324489505)
(780, 1.5193687028088465)
(279, 1.5115345919066536)
(602, 1.502827818012906)
(847, 1.498692537362007)
(944, 1.4186050767581089)
(343, 1.4130327054846326)
(886, 1.3986780933423097)
(468, 1.3667166056100708)
(516, 1.3610097966282062)
(482, 1.3599526643862272)
(973, 1.359728875143841)
(275, 1.3511227815108122)
(581, 1.3400371304120575)
(807, 1.3142100107642989)
(469, 1.2355442710337385)
(518, 1.2062773929378754)
(91, 1.196881133833059)
(15, 1.1771106275590721)
(66, 1.1605033366922388)
(439, 1.1395883876751252)
(940, 1.134689468515266)
(64, 1.1318191764427432)
(955, 1.131552256498021)
(255, 1.1268717779574684)
(459, 1.1240031295722066)
(404, 1.111161211061669)
(731, 1.0901876802740127)
(86, 1.0878695792743156)
(503, 1.0804691311059653)
(509, 1.0533118383602489)
(899, 1.0517108400583683)
(122, 1.0422399342102546)
(92, 1.0406549793439297)
(347, 1.0390233736777332)
(278, 1.012938641422133)
(514, 1.0098409451066683)
(435, 0.9922635820008868)
(281, 0.9727273228236352)
(456, 0.9641733766911695)
(292, 0.9532400033159976)
(311, 0.9432923998872608)
(101, 0.9380585685906943)
(60, 0.9316443423618846)
(502, 0.9062921011989842)
(688, 0.9028656637985532)
(334, 0.8914216872277139)
(621, 0.8658942867976914)
(416, 0.8607727242363327)
(571, 0.8462156365588847)
(578, 0.8432781601785219)
(974, 0.8402431153861005)
(460, 0.8380459993495755)
(335, 0.8323544183190511)
(42, 0.8297738619959892)
(410, 0.8276814948702141)
(207, 0.8251534984426458)
(475, 0.8031441188257388)
(677, 0.79092792906303)
(381, 0.7892261813747161)
(572, 0.7829827943108382)
(392, 0.7680337849038402)
(851, 0.7615331387665646)
(885, 0.7550447089980514)
(795, 0.7205560548144346)
(492, 0.7171217914138592)
(400, 0.7048518834108622)
(32, 0.7046309072295696)
(803, 0.7025127811714765)
(23, 0.6976358701110466)
(544, 0.6902326187701993)
(427, 0.6846817090557346)
(188, 0.6789021684490875)
(87, 0.6774553602459701)
(613, 0.6676715252910969)
(897, 0.651317711835465)
(649, 0.6488841082550958)
(10, 0.6424894975789025)
(375, 0.6358910169400107)
(539, 0.6345270143236187)
(1, 0.6344510905740967)
(694, 0.6338377784564994)
(306, 0.6230231153674541)
(727, 0.6202929123288762)
(979, 0.6053880233587591)
(841, 0.5952087412518868)
(943, 0.5941625877186383)
(616, 0.5940237754094042)
(18, 0.5881965067423548)
(411, 0.5822494199818866)
(928, 0.5706998477758345)
(596, 0.565000487906098)
(626, 0.5633015853677045)
(20, 0.5417145574686963)
(47, 0.5402035033625322)
(671, 0.5358711652054071)
(682, 0.5347302462132608)
(991, 0.5234774070749664)
(827, 0.5199521658359013)
(960, 0.5105732223404029)
(646, 0.5070912600527014)
(579, 0.498765638727896)
(953, 0.49854824315941043)
(666, 0.4765063188211435)
(535, 0.4738833386615636)
(283, 0.4684981969407181)
(856, 0.46505021196692975)
(82, 0.449803065715025)
(810, 0.434102411952158)
(816, 0.42721054986282303)
(309, 0.4245358368365737)
(834, 0.4219600070435354)
(774, 0.41150672897805973)
(76, 0.41020591623446967)
(195, 0.40829661383921084)
(69, 0.40370132630237504)
(490, 0.40298339769699787)
(994, 0.397343742178825)
(705, 0.38958735473515316)
(619, 0.38913082201647314)
(29, 0.3769544553143982)
(916, 0.373517720329867)
(679, 0.37320489435850357)
(874, 0.3698434101064523)
(418, 0.3693019420510657)
(489, 0.3651715782912552)
(8, 0.3588107412690458)
(750, 0.3573131245384649)
(615, 0.3534549766082667)
(853, 0.33760528333106926)
(157, 0.33338779411572783)
(529, 0.3257535580558738)
(215, 0.318607877401667)
(584, 0.31269549554726045)
(617, 0.31037959459076553)
(173, 0.3056527884503135)
(232, 0.30187875609008363)
(28, 0.30137380491413945)
(771, 0.2984264703978659)
(189, 0.2876641343984749)
(555, 0.2774911895439303)
(213, 0.2706685019043764)
(167, 0.27017948876643727)
(826, 0.26715634719004683)
(142, 0.26518596044428633)
(256, 0.2636965006620152)
(715, 0.26320103740549655)
(734, 0.2521411910150031)
(776, 0.2477122205373309)
(452, 0.24462935812406653)
(865, 0.24272928566093685)
(358, 0.24178324025607)
(259, 0.23687154385584447)
(179, 0.23665275667658683)
(821, 0.23383970941493656)
(842, 0.23360554839399594)
(41, 0.22726383118165788)
(860, 0.22439743638749324)
(894, 0.22421668532679592)
(262, 0.22130779782472154)
(716, 0.22130644671373)
(568, 0.21680810400100145)
(756, 0.2159009410846765)
(793, 0.2152499969155406)
(457, 0.21487851137970793)
(384, 0.21439787076089556)
(920, 0.20546712445586912)
(566, 0.20504549995094046)
(118, 0.20364419919590315)
(297, 0.20271102463170979)
(166, 0.19508181988894027)
(597, 0.19446939481786754)
(150, 0.18821481794459294)
(116, 0.18474610691214727)
(952, 0.1820229916288666)
(934, 0.18166913530459225)
(887, 0.180006205499002)
(729, 0.17611346309892897)
(956, 0.17365977503592459)
(921, 0.1705033609837483)
(668, 0.16585166882590782)
(148, 0.1640041319860513)
(778, 0.1616570988121019)
(443, 0.14949495569078985)
(527, 0.14834570871266672)
(932, 0.1457444204216706)
(538, 0.14313731799488405)
(739, 0.13972837676322)
(585, 0.12971400792624668)
(789, 0.1279549990038969)
(740, 0.12699629757225714)
(958, 0.11978513840593312)
(586, 0.11770205313800429)
(968, 0.11691908150515976)
(728, 0.11270961146321272)
(337, 0.11253262255986632)
(341, 0.11085930650512224)
(224, 0.10686027882117341)
(607, 0.10379216897010286)
(587, 0.10285180846151352)
(519, 0.1004821575577711)
(754, 0.09915325471097015)
(595, 0.09683823376894773)
(936, 0.08535496833983053)
(813, 0.08175614708717628)
(239, 0.08144432701370305)
(399, 0.08016455274286417)
(289, 0.0708666673425556)
(691, 0.07044144605539558)
(964, 0.06904461680458868)
(972, 0.06638938184727891)
(425, 0.06613636923703313)
(21, 0.06426366610886658)
(717, 0.061036965564441936)
(743, 0.055819013768107696)
(762, 0.055568850640877895)
(356, 0.0507564858411852)
(859, 0.048753164996562966)
(39, 0.046224510367747274)
(204, 0.045247556340620776)
(798, 0.04085192986324828)
(396, 0.038712075413065754)
(401, 0.03566632877796204)
(149, 0.03425475216411578)
(548, 0.03394252586189673)
(486, 0.02498058731036605)
(622, 0.021402283634481697)
(627, 0.017870730535748634)
(135, 0.017151022149306992)
(697, 0.014375242036183908)
(253, 0.01274168216932087)
(54, 0.008604076545062504)
(312, 0.007723994659919015)
(909, 0.0031031431494365925)
(349, 0.0028980998990818228)
(675, -0.0018356188256118298)
(107, -0.0030956351378620783)
(24, -0.003639212079793377)
(100, -0.005854784835253914)
(241, -0.009586933078874232)
(462, -0.010287045047311661)
(699, -0.013435030928383223)
(12, -0.014876228863942548)
(672, -0.015058896167588558)
(687, -0.01649027113853399)
(760, -0.01801102484634987)
(325, -0.019500360992163582)
(271, -0.020309261407415364)
(690, -0.020436671746529654)
(463, -0.02102060596251678)
(391, -0.02360079331450141)
(246, -0.02537193916143432)
(683, -0.025981628706875204)
(632, -0.028788084375427965)
(565, -0.030543921093667357)
(108, -0.03141443345928329)
