(130, 10.701493885793708)
(1798, 8.075724099612264)
(1830, 7.402847122415386)
(641, 6.8698151645838985)
(365, 6.222401866337386)
(1581, 5.839742568053198)
(908, 5.344635705024521)
(335, 5.282457052469793)
(543, 5.165679021410134)
(1367, 4.545488883381289)
(1364, 4.541864637358265)
(731, 4.442421995386152)
(138, 4.0668309805288665)
(317, 3.8774579237530067)
(1454, 3.7756394164351046)
(1612, 3.5628764649500915)
(1381, 3.4749444137551526)
(1742, 3.3740623043326963)
(1035, 3.269872261632908)
(100, 3.1767429294295675)
(575, 3.1489309278899467)
(1227, 3.0316105924807486)
(1334, 2.943482967154086)
(475, 2.8859645167989165)
(1723, 2.823889617930952)
(1567, 2.8142712806321177)
(60, 2.7193006936332997)
(728, 2.645917220562219)
(1237, 2.5056768675840715)
(1036, 2.369115599464591)
(82, 2.344501066164854)
(1645, 2.2064196886241736)
(918, 2.1960221978106875)
(1752, 2.1521416548754924)
(750, 2.1253020735944927)
(1316, 2.1166742197948887)
(606, 2.1003926193303704)
(354, 2.0694717557023545)
(291, 2.0478748351886034)
(1016, 2.0346398855128225)
(1824, 2.0222658247997414)
(788, 2.0147501737400098)
(529, 1.9704887685468275)
(1203, 1.9142336283766772)
(179, 1.8374869388688095)
(619, 1.8349253248970303)
(113, 1.8153283603890795)
(1492, 1.7699313585073932)
(105, 1.763573501202933)
(1694, 1.7627005656284402)
(36, 1.7461193945509965)
(1847, 1.687571875688934)
(536, 1.6853155491151144)
(1160, 1.672959861387684)
(914, 1.6271278982005324)
(1151, 1.6225695413577896)
(258, 1.6177703890526542)
(1440, 1.6050449879580881)
(47, 1.592452061976796)
(697, 1.5880859074767968)
(823, 1.5513703783405597)
(658, 1.5384046360281163)
(1810, 1.5135593638503884)
(156, 1.5131979125288697)
(1500, 1.4983617929336004)
(1787, 1.4963205550673344)
(1536, 1.4603744157758947)
(955, 1.4163699828820455)
(111, 1.4088476225040183)
(374, 1.389358776996405)
(865, 1.3537057229641167)
(1521, 1.3460158863139133)
(55, 1.3303929697348622)
(822, 1.325528858065557)
(666, 1.3088509075874433)
(1646, 1.3038001762022002)
(1421, 1.3003603174857448)
(591, 1.264515433606233)
(1700, 1.2483771048372156)
(633, 1.2398814991337384)
(285, 1.230989070824516)
(1837, 1.2280619698339867)
(1384, 1.2093265528520492)
(631, 1.1841749786572044)
(361, 1.174346994262438)
(802, 1.1709123069148963)
(1001, 1.162317964009476)
(1632, 1.1572530538435113)
(1526, 1.1417339415746182)
(1683, 1.1394369782105298)
(817, 1.1378894746737933)
(268, 1.1345773551437983)
(1625, 1.1002403346325593)
(339, 1.085660849595846)
