(595, 2.3032359509155405)
(36, 1.4797725899439695)
(374, 1.4797725899439695)
(731, 1.4797725899439695)
(914, 1.4797725899439695)
(1367, 1.4797725899439695)
(1694, 1.4797725899439695)
(31, 1.351437245563525)
(55, 1.351437245563525)
(60, 1.351437245563525)
(82, 1.351437245563525)
(100, 1.351437245563525)
(102, 1.351437245563525)
(105, 1.351437245563525)
(114, 1.351437245563525)
(130, 1.351437245563525)
(138, 1.351437245563525)
(145, 1.351437245563525)
(152, 1.351437245563525)
(162, 1.351437245563525)
(179, 1.351437245563525)
(218, 1.351437245563525)
(257, 1.351437245563525)
(268, 1.351437245563525)
(285, 1.351437245563525)
(291, 1.351437245563525)
(315, 1.351437245563525)
(317, 1.351437245563525)
(335, 1.351437245563525)
(365, 1.351437245563525)
(413, 1.351437245563525)
(475, 1.351437245563525)
(529, 1.351437245563525)
(536, 1.351437245563525)
(543, 1.351437245563525)
(575, 1.351437245563525)
(606, 1.351437245563525)
(613, 1.351437245563525)
(619, 1.351437245563525)
(631, 1.351437245563525)
(633, 1.351437245563525)
(666, 1.351437245563525)
(697, 1.351437245563525)
(728, 1.351437245563525)
(802, 1.351437245563525)
(822, 1.351437245563525)
(908, 1.351437245563525)
(951, 1.351437245563525)
(955, 1.351437245563525)
(992, 1.351437245563525)
(1001, 1.351437245563525)
(1016, 1.351437245563525)
(1035, 1.351437245563525)
(1036, 1.351437245563525)
(1070, 1.351437245563525)
(1151, 1.351437245563525)
(1203, 1.351437245563525)
(1227, 1.351437245563525)
(1237, 1.351437245563525)
(1288, 1.351437245563525)
(1361, 1.351437245563525)
(1381, 1.351437245563525)
(1454, 1.351437245563525)
(1465, 1.351437245563525)
(1492, 1.351437245563525)
(1521, 1.351437245563525)
(1546, 1.351437245563525)
(1567, 1.351437245563525)
(1581, 1.351437245563525)
(1612, 1.351437245563525)
(1625, 1.351437245563525)
(1632, 1.351437245563525)
(1700, 1.351437245563525)
(1723, 1.351437245563525)
(1742, 1.351437245563525)
(1752, 1.351437245563525)
(1810, 1.351437245563525)
(1824, 1.351437245563525)
(1830, 1.351437245563525)
(1853, 1.351437245563525)
(658, 1.2603566905203178)
(628, 1.1337679290881157)
(1102, 1.1337679290881157)
(1727, 1.1337679290881157)
(113, 1.1320213461398734)
(673, 1.1320213461398734)
(1393, 1.1320213461398734)
(1489, 1.1320213461398734)
(1749, 1.0465442234055657)
(47, 1.0054325847076713)
(67, 1.0054325847076713)
(161, 1.0054325847076713)
(233, 1.0054325847076713)
(250, 1.0054325847076713)
(272, 1.0054325847076713)
(394, 1.0054325847076713)
(427, 1.0054325847076713)
(567, 1.0054325847076713)
(1037, 1.0054325847076713)
(1098, 1.0054325847076713)
(1138, 1.0054325847076713)
(1172, 1.0054325847076713)
(1322, 1.0054325847076713)
(1339, 1.0054325847076713)
