(129, 17.841347221704954)
(364, 10.05434108595559)
(1580, 9.473221225078772)
(907, 9.182661294640363)
(137, 7.962309586799045)
(542, 7.962309586799045)
(1829, 6.916293837220772)
(730, 6.160838018080909)
(99, 6.102726031993227)
(1453, 5.928390073730181)
(1236, 5.579718157204091)
(1226, 5.347270212853363)
(1034, 5.289158226765681)
(1366, 5.231046240678)
(528, 5.172934254590318)
(1611, 4.649926379801181)
(954, 4.359366449362772)
(59, 4.068806518924363)
(1566, 4.010694532836681)
(81, 3.952582546749)
(1150, 3.8363585745736364)
(1380, 3.8363585745736364)
(1693, 3.8363585745736364)
(316, 3.6620226163105913)
(1035, 3.6039106302229094)
(1741, 3.487686658047546)
(334, 3.3714626858721823)
(1823, 3.3714626858721823)
(1520, 3.3133506997845004)
(468, 3.197126727609137)
(1491, 3.139014741521455)
(290, 3.0809027554337733)
(453, 3.0227907693460914)
(618, 3.0227907693460914)
(665, 3.0227907693460914)
(1836, 2.9646787832584094)
(1751, 2.906566797170728)
(727, 2.848454811083046)
(1722, 2.848454811083046)
(303, 2.3835589223815914)
(474, 2.3835589223815914)
(605, 2.3835589223815914)
(217, 2.32544693629391)
(35, 2.267334950206228)
(1000, 2.267334950206228)
(705, 2.209222964118546)
(373, 2.1511109780308644)
(913, 2.1511109780308644)
(441, 2.0929989919431824)
(632, 2.0929989919431824)
(1360, 2.0929989919431824)
(1015, 2.0348870058555004)
(1202, 2.0348870058555004)
(144, 1.9767750197678187)
(267, 1.9767750197678187)
(657, 1.9767750197678187)
(724, 1.918663033680137)
(821, 1.918663033680137)
(1624, 1.8605510475924552)
(54, 1.8024390615047734)
(151, 1.8024390615047734)
(161, 1.8024390615047734)
(178, 1.8024390615047734)
(1620, 1.8024390615047734)
(104, 1.7443270754170914)
(662, 1.7443270754170914)
(1031, 1.7443270754170914)
(1287, 1.7443270754170914)
(1487, 1.7443270754170914)
(221, 1.6862150893294097)
(749, 1.6862150893294097)
(1312, 1.6862150893294097)
(1392, 1.6862150893294097)
(1748, 1.6862150893294097)
(1809, 1.6862150893294097)
(368, 1.628103103241728)
(950, 1.628103103241728)
(1498, 1.628103103241728)
(101, 1.5699911171540462)
(801, 1.5699911171540462)
(840, 1.5699911171540462)
(1631, 1.5699911171540462)
(284, 1.5118791310663642)
(412, 1.5118791310663642)
(612, 1.5118791310663642)
(630, 1.5118791310663642)
(681, 1.5118791310663642)
(888, 1.5118791310663642)
